16	0.9542425094393249	1
4	0.9542425094393249	1
a	0.9542425094393249	1
access	0.9542425094393249	1
all	0.9542425094393249	1
also	0.9542425094393249	1
alway	0.9542425094393249	1
an	0.9542425094393249	1
and	0.47712125471966244	1
anim	0.9542425094393249	1
anyth	0.9542425094393249	1
are	0.6532125137753437	1
as	0.9542425094393249	1
at	0.9542425094393249	1
awesom	0.47712125471966244	1
awkward	0.9542425094393249	1
back	0.9542425094393249	1
ball	0.9542425094393249	1
befor	0.9542425094393249	1
better	0.9542425094393249	1
bloat	0.9542425094393249	1
br	0.9542425094393249	1
build	0.9542425094393249	1
bundl	0.9542425094393249	1
but	0.9542425094393249	1
button	0.9542425094393249	1
buy	0.9542425094393249	2
by	0.9542425094393249	2
camp	0.9542425094393249	2
can	0.9542425094393249	2
card	0.47712125471966244	2
chanc	0.9542425094393249	2
clock	0.9542425094393249	2
code	0.47712125471966244	2
collect	0.9542425094393249	2
come	0.9542425094393249	2
command	0.9542425094393249	2
conquer	0.9542425094393249	2
control	0.9542425094393249	2
cross	0.9542425094393249	2
digit	0.9542425094393249	2
dominatrix	0.9542425094393249	2
done	0.9542425094393249	2
doubl	0.9542425094393249	2
down	0.9542425094393249	2
download	0.9542425094393249	2
dragon	0.9542425094393249	2
each	0.9542425094393249	2
easi	0.9542425094393249	2
end	0.9542425094393249	2
enter	0.9542425094393249	2
everi	0.9542425094393249	2
excel	0.9542425094393249	3
fast	0.9542425094393249	3
few	0.9542425094393249	3
finger	0.9542425094393249	3
five	0.255272505103306	3
footbal	0.9542425094393249	3
for	0.9542425094393249	3
from	0.9542425094393249	3
fun	0.9542425094393249	3
game	0.47712125471966244	3
gameplay	0.9542425094393249	3
gamestop	0.9542425094393249	3
get	0.9542425094393249	3
giant	0.9542425094393249	3
gift	0.9542425094393249	3
great	0.6532125137753437	3
guess	0.9542425094393249	3
had	0.9542425094393249	3
hail	0.9542425094393249	3
hate	0.9542425094393249	3
have	0.9542425094393249	3
haven	0.9542425094393249	3
herbal	0.9542425094393249	3
hope	0.9542425094393249	3
i	0.6532125137753437	4
if	0.6532125137753437	4
improv	0.9542425094393249	4
in	0.6532125137753437	4
instal	0.9542425094393249	4
instant	0.9542425094393249	4
is	0.47712125471966244	4
it	0.9542425094393249	4
item	0.9542425094393249	4
iv	0.9542425094393249	4
keep	0.9542425094393249	4
last	0.9542425094393249	4
like	0.6532125137753437	4
littl	0.9542425094393249	4
live	0.9542425094393249	4
ll	0.9542425094393249	4
look	0.9542425094393249	4
m	0.9542425094393249	4
madden	0.9542425094393249	4
mode	0.9542425094393249	4
movement	0.9542425094393249	4
much	0.9542425094393249	4
my	0.9542425094393249	4
neon	0.9542425094393249	4
network	0.6532125137753437	4
new	0.9542425094393249	4
nfl	0.9542425094393249	4
no	0.9542425094393249	4
not	0.9542425094393249	4
now	0.9542425094393249	5
of	0.9542425094393249	5
on	0.6532125137753437	5
one	0.6532125137753437	5
onli	0.9542425094393249	5
onlin	0.47712125471966244	5
oppon	0.9542425094393249	5
or	0.9542425094393249	5
other	0.9542425094393249	5
out	0.9542425094393249	5
pc	0.9542425094393249	5
perfect	0.9542425094393249	5
pita	0.9542425094393249	5
play	0.9542425094393249	5
player	0.9542425094393249	5
playstat	0.47712125471966244	5
plus	0.9542425094393249	5
pre	0.9542425094393249	5
prep	0.9542425094393249	5
proof	0.9542425094393249	5
recommend	0.9542425094393249	5
rest	0.9542425094393249	5
row	0.9542425094393249	5
run	0.9542425094393249	5
s	0.9542425094393249	5
saint	0.9542425094393249	5
say	0.9542425094393249	5
secur	0.9542425094393249	5
should	0.9542425094393249	5
sim	0.9542425094393249	5
skill	0.9542425094393249	5
slight	0.9542425094393249	5
slow	0.9542425094393249	5
snap	0.9542425094393249	6
so	0.9542425094393249	6
star	0.255272505103306	6
still	0.9542425094393249	6
subscript	0.9542425094393249	6
super	0.9542425094393249	6
t	0.9542425094393249	6
take	0.9542425094393249	6
than	0.9542425094393249	6
that	0.6532125137753437	6
the	0.3521825181113625	6
there	0.9542425094393249	6
they	0.9542425094393249	6
thing	0.6532125137753437	6
this	0.47712125471966244	6
those	0.9542425094393249	6
to	0.6532125137753437	6
too	0.9542425094393249	6
trade	0.9542425094393249	6
train	0.9542425094393249	7
trip	0.9542425094393249	7
turbo	0.9542425094393249	7
two	0.9542425094393249	7
ultim	0.9542425094393249	7
use	0.9542425094393249	7
version	0.9542425094393249	7
way	0.9542425094393249	7
what	0.9542425094393249	7
with	0.9542425094393249	7
world	0.9542425094393249	7
wrong	0.9542425094393249	7
xbox	0.6532125137753437	7
year	0.9542425094393249	7
you	0.6532125137753437	7
your	0.9542425094393249	7
yuri	0.9542425094393249	7
